"","Wooliver_ITS_1A10_Beever240927_S237","Wooliver_ITS_1A6_Beever240927_S205","Wooliver_ITS_1A7_Beever240927_S213","Wooliver_ITS_1A8_Beever240927_S221","Wooliver_ITS_1A9_Beever240927_S229","Wooliver_ITS_1B10_Beever240927_S238","Wooliver_ITS_1B6_Beever240927_S206","Wooliver_ITS_1B7_Beever240927_S214","Wooliver_ITS_1B8_Beever240927_S222","Wooliver_ITS_1B9_Beever240927_S230","Wooliver_ITS_1C10_Beever240927_S239","Wooliver_ITS_1C6_Beever240927_S207","Wooliver_ITS_1C7_Beever240927_S215","Wooliver_ITS_1C8_Beever240927_S223","Wooliver_ITS_1C9_Beever240927_S231","Wooliver_ITS_1D10_Beever240927_S240","Wooliver_ITS_1D6_Beever240927_S208","Wooliver_ITS_1D7_Beever240927_S216","Wooliver_ITS_1D8_Beever240927_S224","Wooliver_ITS_1D9_Beever240927_S232","Wooliver_ITS_1E10_Beever240927_S241","Wooliver_ITS_1E6_Beever240927_S209","Wooliver_ITS_1E7_Beever240927_S217","Wooliver_ITS_1E8_Beever240927_S225","Wooliver_ITS_1E9_Beever240927_S233","Wooliver_ITS_1F10_Beever240927_S242","Wooliver_ITS_1F6_Beever240927_S210","Wooliver_ITS_1F7_Beever240927_S218","Wooliver_ITS_1F8_Beever240927_S226","Wooliver_ITS_1F9_Beever240927_S234","Wooliver_ITS_1G10_Beever240927_S243","Wooliver_ITS_1G6_Beever240927_S211","Wooliver_ITS_1G7_Beever240927_S219","Wooliver_ITS_1G8_Beever240927_S227","Wooliver_ITS_1G9_Beever240927_S235","Wooliver_ITS_1H10_Beever240927_S244","Wooliver_ITS_1H6_Beever240927_S212","Wooliver_ITS_1H7_Beever240927_S220","Wooliver_ITS_1H8_Beever240927_S228","Wooliver_ITS_1H9_Beever240927_S236","Wooliver_ITS_2A4_Beever240927_S285","Wooliver_ITS_2A5_Beever240927_S293","Wooliver_ITS_2A6_Beever240927_S301","Wooliver_ITS_2A7_Beever240927_S309","Wooliver_ITS_2A8_Beever240927_S317","Wooliver_ITS_2B4_Beever240927_S286","Wooliver_ITS_2B5_Beever240927_S294","Wooliver_ITS_2B6_Beever240927_S302","Wooliver_ITS_2B7_Beever240927_S310","Wooliver_ITS_2B8_Beever240927_S318","Wooliver_ITS_2C4_Beever240927_S287","Wooliver_ITS_2C5_Beever240927_S295","Wooliver_ITS_2C6_Beever240927_S303","Wooliver_ITS_2C7_Beever240927_S311","Wooliver_ITS_2C8_Beever240927_S319","Wooliver_ITS_2D4_Beever240927_S288","Wooliver_ITS_2D5_Beever240927_S296","Wooliver_ITS_2D6_Beever240927_S304","Wooliver_ITS_2D7_Beever240927_S312","Wooliver_ITS_2D8_Beever240927_S320","Wooliver_ITS_2E4_Beever240927_S289","Wooliver_ITS_2E5_Beever240927_S297","Wooliver_ITS_2E6_Beever240927_S305","Wooliver_ITS_2E7_Beever240927_S313","Wooliver_ITS_2E8_Beever240927_S321","Wooliver_ITS_2F4_Beever240927_S290","Wooliver_ITS_2F5_Beever240927_S298","Wooliver_ITS_2F6_Beever240927_S306","Wooliver_ITS_2F7_Beever240927_S314","Wooliver_ITS_2F8_Beever240927_S322","Wooliver_ITS_2G4_Beever240927_S291","Wooliver_ITS_2G5_Beever240927_S299","Wooliver_ITS_2G6_Beever240927_S307","Wooliver_ITS_2G7_Beever240927_S315","Wooliver_ITS_2G8_Beever240927_S323","Wooliver_ITS_2H4_Beever240927_S292","Wooliver_ITS_2H5_Beever240927_S300","Wooliver_ITS_2H6_Beever240927_S308","Wooliver_ITS_2H7_Beever240927_S316","Wooliver_ITS_2H8_Beever240927_S324"
"k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Apiotrichum|s__scarabaeorum|t__soil_saprotroph",0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,10,13,0,4,0,5,16,5,0,41,0,3,0,0,0,0,0,0
"k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Trichosporon|s__asahii|t__animal_parasite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Pseudozyma|t__epiphyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Ustilago|s__maydis|t__plant_pathogen",8,14,8,445,16,19,334,0,6,33,2,8,4,4,536,7,0,740,3,0,295,29,29,0,14,33,0,14,305,0,0,637,0,18,0,5,0,6,20,382,0,21,440,23,14,349,12,5,16,14,0,5,3,495,4,4,335,6,10,5,12,0,34,14,637,35,0,254,144,0,348,9,93,8,2,3,22,4,220,29
"k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Ustilago|s__sporoboli-indici|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Ustilago|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Violaceomycetales|t__NA",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Basidiomycota|t__NA",2,3,8,10,5,3,12,5,0,0,71,0,0,2,51,2,7,27,12,2,7,9,2,0,2,0,0,2,9,5,0,33,0,0,0,5,2,2,0,18,2,2,33,8,0,17,9,0,0,0,0,0,0,34,6,6,18,4,2,0,22,0,0,27,16,2,0,16,68,0,11,2,0,2,0,0,2,0,28,3
"k__Fungi|p__Blastocladiomycota|c__Blastocladiomycetes|o__Blastocladiales|f__Blastocladiaceae|g__Allomyces|t__soil_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Blastocladiomycota|c__Blastocladiomycetes|o__Blastocladiales|f__Physodermataceae|g__Physoderma|s__maydis|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Blastocladiomycota|c__Blastocladiomycetes|o__Blastocladiales|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Blastocladiomycota|c__Blastocladiomycetes|o__Catenomycetales|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Blastocladiomycota|c__Physodermatomycetes|o__Physodermatales|f__Paraphysodermataceae|t__NA",2,0,0,5,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,5,0,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,6,3,0,4,7,0,0,0,0,0,0,4,0
"k__Fungi|p__Blastocladiomycota|t__NA",0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,2,0,0,0,0,0,3,2,0
"k__Fungi|p__Calcarisporiellomycota|c__Calcarisporiellomycetes|o__Calcarisporiellales|f__Calcarisporiellaceae|g__Calcarisporiella|t__soil_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Calcarisporiellomycota|c__Calcarisporiellomycetes|o__Calcarisporiellales|f__Calcarisporiellaceae|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiaceae|g__Phlyctochytrium|s__planicorne|t__algal_parasite",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiaceae|t__NA",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiales_fam_Incertae_sedis|t__NA",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytriomycetaceae|g__Chytriomyces|s__hyalinus|t__unspecified_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Cladochytriomycetes|o__Cladochytriales|f__Septochytriaceae|t__NA",0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Cladochytriomycetes|o__Cladochytriales|t__NA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0
"k__Fungi|p__Chytridiomycota|c__GS13|t__NA",0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__GS14|t__NA",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Lobulomycetes|o__Lobulomycetales|f__Lobulomycetaceae|g__Alogomyces|s__tanneri|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Lobulomycetes|o__Lobulomycetales|f__Lobulomycetaceae|g__Lobulomyces|s__angularis|t__pollen_saprotroph",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Lobulomycetes|o__Lobulomycetales|f__Lobulomycetaceae|g__Lobulomyces|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Lobulomycetes|o__Lobulomycetales|t__NA",3,0,0,9,5,0,18,2,0,2,2,0,0,4,45,0,2,18,0,5,0,0,0,0,9,0,0,4,5,0,0,0,0,0,0,2,0,0,0,25,0,0,3,0,0,2,5,2,0,2,0,0,0,30,0,0,5,6,3,0,5,0,2,8,0,0,0,9,5,0,10,0,0,3,0,0,0,2,0,4
"k__Fungi|p__Chytridiomycota|c__Lobulomycetes|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophlyctidomycetes|o__Rhizophlyctidales|f__Rhizophlyctidaceae|g__Rhizophlyctis|s__rosea|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,10,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,2,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophlyctidomycetes|o__Rhizophlyctidales|f__Rhizophlyctidaceae|g__Rhizophlyctis|t__litter_saprotroph",0,0,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,11,0,0,4,0,11,2,5,0,0,0,0,0,0,0,8,0,0,5,0,9,0,28,4,0,90,0,0,0,0,0,0,0,0,0,6,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophlyctidomycetes|o__Rhizophlyctidales|f__Rhizophlyctidaceae|t__NA",0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,42,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophlyctidomycetes|o__Rhizophlyctidales|t__NA",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Alphamycetaceae|g__Betamyces|s__americae-meridionalis|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Alphamycetaceae|g__Betamyces|t__pollen_saprotroph",0,2,0,9,0,0,0,2,0,0,5,0,0,0,14,0,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,6,4,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,3,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Coralloidiomycetaceae|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Halomycetaceae|g__Paranamyces|s__uniporus|t__pollen_saprotroph",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Halomycetaceae|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Protrudomycetaceae|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Rhizophydiaceae|g__Rhizophydium|s__globosum|t__algal_parasite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Rhizophydiaceae|g__Rhizophydium|t__algal_parasite",0,0,0,3,2,0,8,0,0,0,3,0,0,0,11,0,0,12,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,2,0,0,8,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,10,0,0,8,0,0,3,2,0,0,0,0,2,0,10,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Rhizophydiaceae|t__NA",12,12,0,440,201,6,53,9,4,9,24,7,86,6,118,7,15,444,0,21,161,98,2,18,13,8,5,18,364,87,5,44,19,45,19,63,4,27,7,8,4,16,464,276,91,123,81,2,20,3,25,3,29,1045,5,3,29,39,12,16,36,21,20,76,12,0,14,198,35,8,9,19,39,15,0,0,10,55,329,622
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Rhizophydiales_fam_Incertae_sedis|g__Coralloidiomyces|s__digitatus|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Rhizophydiales_fam_Incertae_sedis|g__Coralloidiomyces|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Rhizophydiales_fam_Incertae_sedis|g__Operculomyces|s__laminatus|t__pollen_saprotroph",0,0,0,3,0,0,35,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|f__Rhizophydiales_fam_Incertae_sedis|g__Operculomyces|t__pollen_saprotroph",0,5,4,56,44,0,33,5,0,0,29,0,20,8,216,6,12,171,5,0,19,13,10,0,6,36,0,6,5,26,5,36,0,0,3,0,0,51,4,16,7,21,387,41,3,4,19,7,10,7,5,17,29,11,22,18,44,3,19,0,42,0,2,16,23,12,4,84,19,4,230,0,0,0,0,7,23,8,44,178
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|o__Rhizophydiales|t__NA",3,2,14,33,42,17,17,11,5,0,10,0,15,17,32,19,3,25,3,3,165,16,0,0,0,0,7,26,341,3,0,24,22,2,2,67,2,43,0,129,3,23,52,87,30,49,26,0,0,3,3,2,16,62,22,0,14,5,2,4,11,8,10,67,125,9,3,60,29,0,45,13,0,3,20,0,0,10,17,106
"k__Fungi|p__Chytridiomycota|c__Rhizophydiomycetes|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Spizellomycetes|o__Spizellomycetales|f__Powellomycetaceae|g__Fimicolochytrium|s__jonesii|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Spizellomycetes|o__Spizellomycetales|f__Powellomycetaceae|g__Fimicolochytrium|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Chytridiomycota|c__Spizellomycetes|o__Spizellomycetales|f__Powellomycetaceae|g__Powellomyces|t__pollen_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"k__Fungi|p__Chytridiomycota|c__Spizellomycetes|o__Spizellomycetales|f__Powellomycetaceae|t__NA",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
