Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,Time,Date,WHC,
10,Ambient,SHMX,R1,G-50,T90,1,8/21/23,58.43165923,
11,Ambient,SHMX,R1,G-00,T1,1,8/21/23,NA,
12,Ambient,SHMX,R1,G-00,T90,1,8/21/23,58.43165923,
13,Ambient,WHCL,R1,G-50,T1,1,8/21/23,NA,
14,Ambient,WHCL,R1,G-50,T90,1,8/21/23,58.33112998,
15,Ambient,WHCL,R1,G-00,T1,1,8/21/23,NA,
16,Ambient,WHCL,R1,G-00,T90,1,8/21/23,58.37946135,
17,Ambient,WHEA,R1,G-50,T1,1,8/21/23,NA,
18,Ambient,WHEA,R1,G-50,T90,1,8/21/23,57.97444447,
19,Ambient,WHEA,R1,G-00,T1,1,8/21/23,NA,
20,Ambient,WHEA,R1,G-00,T90,1,8/21/23,58.26443269,
21,Drought,CLOV,R1,G-50,T1,1,8/21/23,NA,
22,Drought,CLOV,R1,G-50,T90,1,8/21/23,58.47709072,
23,Drought,CLOV,R1,G-00,T1,1,8/21/23,NA,
24,Drought,CLOV,R1,G-00,T90,1,8/21/23,58.52542209,
25,Drought,NONE,R1,G-50,T1,1,8/21/23,NA,
26,Drought,NONE,R1,G-50,T90,1,8/21/23,58.33596312,
27,Drought,NONE,R1,G-00,T1,1,8/21/23,NA,
28,Drought,NONE,R1,G-00,T90,1,8/21/23,58.23930038,
29,Drought,SHMX,R1,G-50,T1,1,8/21/23,NA,
30,Drought,SHMX,R1,G-50,T90,1,8/21/23,58.19000238,
31,Drought,SHMX,R1,G-00,T1,1,8/21/23,NA,
32,Drought,SHMX,R1,G-00,T90,1,8/21/23,58.52832197,
33,Drought,WHCL,R1,G-50,T1,1,8/21/23,NA,
34,Drought,WHCL,R1,G-50,T90,1,8/21/23,58.18613587,
35,Drought,WHCL,R1,G-00,T1,1,8/21/23,NA,
36,Drought,WHCL,R1,G-00,T90,1,8/21/23,58.23446724,
37,Drought,WHEA,R1,G-50,T1,1,8/21/23,NA,
38,Drought,WHEA,R1,G-50,T90,1,8/21/23,58.4094268,
39,Drought,WHEA,R1,G-00,T1,1,8/21/23,NA,
40,Drought,WHEA,R1,G-00,T90,1,8/21/23,58.31276406,
41,Ambient,CLOV,R2,G-50,T1,1,8/21/23,NA,
42,Ambient,CLOV,R2,G-50,T90,1,8/21/23,58.57375346,
43,Ambient,CLOV,R2,G-00,T1,1,8/21/23,NA,
44,Ambient,CLOV,R2,G-00,T90,1,8/21/23,58.62208483,
45,Ambient,NONE,R2,G-50,T1,1,8/21/23,NA,
46,Ambient,NONE,R2,G-50,T90,1,8/21/23,58.19096901,
47,Ambient,NONE,R2,G-00,T1,1,8/21/23,NA,
48,Ambient,NONE,R2,G-00,T90,1,8/21/23,57.65932394,
49,Ambient,SHMX,R2,G-50,T1,1,8/21/23,NA,
50,Ambient,SHMX,R2,G-50,T90,1,8/21/23,58.52832197,
51,Ambient,SHMX,R2,G-00,T1,1,8/21/23,NA,
52,Ambient,SHMX,R2,G-00,T90,1,8/21/23,58.43165923,
53,Ambient,WHCL,R2,G-50,T1,1,8/21/23,NA,
54,Ambient,WHCL,R2,G-50,T90,1,8/21/23,58.08947313,
55,Ambient,WHCL,R2,G-00,T1,1,8/21/23,NA,
56,Ambient,WHCL,R2,G-00,T90,1,8/21/23,58.47612409,
57,Ambient,WHEA,R2,G-50,T1,1,8/21/23,NA,
58,Ambient,WHEA,R2,G-50,T90,1,8/21/23,58.26443269,
59,Ambient,WHEA,R2,G-00,T1,1,8/21/23,NA,
60,Ambient,WHEA,R2,G-00,T90,1,8/21/23,58.21610132,
61,Drought,CLOV,R2,G-50,T1,1,8/21/23,NA,
62,Drought,CLOV,R2,G-50,T90,1,8/21/23,58.47709072,
63,Drought,CLOV,R2,G-00,T1,1,8/21/23,NA,
64,Drought,CLOV,R2,G-00,T90,1,8/21/23,58.62208483,
65,Drought,NONE,R2,G-50,T1,1,8/21/23,NA,
66,Drought,NONE,R2,G-50,T90,1,8/21/23,58.28763175,
67,Drought,NONE,R2,G-00,T1,1,8/21/23,NA,
68,Drought,NONE,R2,G-00,T90,1,8/21/23,57.94931216,
69,Drought,SHMX,R2,G-50,T1,1,8/21/23,NA,
70,Drought,SHMX,R2,G-50,T90,1,8/21/23,58.33499649,
71,Drought,SHMX,R2,G-00,T1,1,8/21/23,NA,
72,Drought,SHMX,R2,G-00,T90,1,8/21/23,58.38332786,
73,Drought,WHCL,R2,G-50,T1,1,8/21/23,NA,
74,Drought,WHCL,R2,G-50,T90,1,8/21/23,58.1378045,
75,Drought,WHCL,R2,G-00,T1,1,8/21/23,NA,
76,Drought,WHCL,R2,G-00,T90,1,8/21/23,58.47612409,
77,Drought,WHEA,R2,G-50,T1,1,8/21/23,NA,
78,Drought,WHEA,R2,G-50,T90,1,8/21/23,58.21610132,
79,Drought,WHEA,R2,G-00,T1,1,8/21/23,NA,
80,Drought,WHEA,R2,G-00,T90,1,8/21/23,58.31276406,
81,Ambient,CLOV,R3,G-50,T1,1,8/21/23,NA,
82,Ambient,CLOV,R3,G-50,T90,1,8/21/23,58.38042798,
83,Ambient,CLOV,R3,G-00,T1,1,8/21/23,NA,
84,Ambient,CLOV,R3,G-00,T90,1,8/21/23,58.33209661,
85,Ambient,NONE,R3,G-50,T1,1,8/21/23,NA,
86,Ambient,NONE,R3,G-50,T90,1,8/21/23,58.14263764,
87,Ambient,NONE,R3,G-00,T1,1,8/21/23,NA,
88,Ambient,NONE,R3,G-00,T90,1,8/21/23,58.19096901,
89,Ambient,SHMX,R3,G-50,T1,1,8/21/23,NA,
90,Ambient,SHMX,R3,G-50,T90,1,8/21/23,58.23833375,
91,Ambient,SHMX,R3,G-00,T1,1,8/21/23,NA,
92,Ambient,SHMX,R3,G-00,T90,1,8/21/23,58.04500827,
93,Ambient,WHCL,R3,G-50,T1,1,8/21/23,NA,
94,Ambient,WHCL,R3,G-50,T90,1,8/21/23,58.28279861,
95,Ambient,WHCL,R3,G-00,T1,1,8/21/23,NA,
96,Ambient,WHCL,R3,G-00,T90,1,8/21/23,58.28279861,
97,Ambient,WHEA,R3,G-50,T1,1,8/21/23,NA,
98,Ambient,WHEA,R3,G-50,T90,1,8/21/23,58.21610132,
99,Ambient,WHEA,R3,G-00,T1,1,8/21/23,NA,
100,Ambient,WHEA,R3,G-00,T90,1,8/21/23,58.4094268,
101,Drought,CLOV,R3,G-50,T1,1,8/21/23,NA,
102,Drought,CLOV,R3,G-50,T90,1,8/21/23,58.33209661,
103,Drought,CLOV,R3,G-00,T1,1,8/21/23,NA,
104,Drought,CLOV,R3,G-00,T90,1,8/21/23,58.1871025,
105,Drought,NONE,R3,G-50,T1,1,8/21/23,NA,
106,Drought,NONE,R3,G-50,T90,1,8/21/23,58.38429449,
107,Drought,NONE,R3,G-00,T1,1,8/21/23,NA,
108,Drought,NONE,R3,G-00,T90,1,8/21/23,58.48095723,
109,Drought,SHMX,R3,G-50,T1,1,8/21/23,NA,
110,Drought,SHMX,R3,G-50,T90,1,8/21/23,58.62498471,
111,Drought,SHMX,R3,G-00,T1,1,8/21/23,NA,
112,Drought,SHMX,R3,G-00,T90,1,8/21/23,58.67331608,
113,Drought,WHCL,R3,G-50,T1,1,8/21/23,NA,
114,Drought,WHCL,R3,G-50,T90,1,8/21/23,58.52445546,
115,Drought,WHCL,R3,G-00,T1,1,8/21/23,NA,
116,Drought,WHCL,R3,G-00,T90,1,8/21/23,58.76611231,
117,Drought,WHEA,R3,G-50,T1,1,8/21/23,NA,
118,Drought,WHEA,R3,G-50,T90,1,8/21/23,58.50608954,
119,Drought,WHEA,R3,G-00,T1,1,8/21/23,NA,
120,Drought,WHEA,R3,G-00,T90,1,8/21/23,58.26443269,
121,Ambient,CLOV,R4,G-50,T1,1,8/21/23,NA,
122,Ambient,CLOV,R4,G-50,T90,1,8/21/23,58.57375346,
123,Ambient,CLOV,R4,G-00,T1,1,8/21/23,NA,
124,Ambient,CLOV,R4,G-00,T90,1,8/21/23,58.76707894,
125,Ambient,NONE,R4,G-50,T1,1,8/21/23,NA,
126,Ambient,NONE,R4,G-50,T90,1,8/21/23,58.33596312,
127,Ambient,NONE,R4,G-00,T1,1,8/21/23,NA,
128,Ambient,NONE,R4,G-00,T90,1,8/21/23,58.5292886,
129,Ambient,SHMX,R4,G-50,T1,1,8/21/23,NA,
130,Ambient,SHMX,R4,G-50,T90,1,8/21/23,58.67331608,
131,Ambient,SHMX,R4,G-00,T1,1,8/21/23,NA,
132,Ambient,SHMX,R4,G-00,T90,1,8/21/23,58.4799906,
133,Ambient,WHCL,R4,G-50,T1,1,8/21/23,NA,
134,Ambient,WHCL,R4,G-50,T90,1,8/21/23,58.71778094,
135,Ambient,WHCL,R4,G-00,T1,1,8/21/23,NA,
136,Ambient,WHCL,R4,G-00,T90,1,8/21/23,58.6211182,
137,Ambient,WHEA,R4,G-50,T1,1,8/21/23,NA,
138,Ambient,WHEA,R4,G-50,T90,1,8/21/23,58.4094268,
139,Ambient,WHEA,R4,G-00,T1,1,8/21/23,NA,
140,Ambient,WHEA,R4,G-00,T90,1,8/21/23,58.21610132,
141,Drought,CLOV,R4,G-50,T1,1,8/21/23,NA,
142,Drought,CLOV,R4,G-50,T90,1,8/21/23,58.57375346,
143,Drought,CLOV,R4,G-00,T1,1,8/21/23,NA,
144,Drought,CLOV,R4,G-00,T90,1,8/21/23,58.42875935,
145,Drought,NONE,R4,G-50,T1,1,8/21/23,NA,
146,Drought,NONE,R4,G-50,T90,1,8/21/23,58.43262586,
147,Drought,NONE,R4,G-00,T1,1,8/21/23,NA,
148,Drought,NONE,R4,G-00,T90,1,8/21/23,58.33596312,
149,Drought,SHMX,R4,G-50,T1,1,8/21/23,NA,
150,Drought,SHMX,R4,G-50,T90,1,8/21/23,58.67331608,
151,Drought,SHMX,R4,G-00,T1,1,8/21/23,NA,
152,Drought,SHMX,R4,G-00,T90,1,8/21/23,58.76997882,
153,Drought,WHCL,R4,G-50,T1,1,8/21/23,NA,
154,Drought,WHCL,R4,G-50,T90,1,8/21/23,58.33112998,
155,Drought,WHCL,R4,G-00,T1,1,8/21/23,NA,
156,Drought,WHCL,R4,G-00,T90,1,8/21/23,58.71778094,
157,Drought,WHEA,R4,G-50,T1,1,8/21/23,NA,
158,Drought,WHEA,R4,G-50,T90,1,8/21/23,58.36109543,
159,Drought,WHEA,R4,G-00,T1,1,8/21/23,NA,
160,Drought,WHEA,R4,G-00,T90,1,8/21/23,58.36109543,
1,Ambient,CLOV,R1,G-50,T1,2,8/21/23,NA,
2,Ambient,CLOV,R1,G-50,T90,2,8/21/23,60,
3,Ambient,CLOV,R1,G-00,T1,2,8/21/23,NA,
4,Ambient,CLOV,R1,G-00,T90,2,8/21/23,60,
5,Ambient,NONE,R1,G-50,T1,2,8/21/23,NA,
6,Ambient,NONE,R1,G-50,T90,2,8/21/23,60,
7,Ambient,NONE,R1,G-00,T1,2,8/21/23,NA,
8,Ambient,NONE,R1,G-00,T90,2,8/21/23,60,
9,Ambient,SHMX,R1,G-50,T1,2,8/21/23,NA,
10,Ambient,SHMX,R1,G-50,T90,2,8/21/23,60,
11,Ambient,SHMX,R1,G-00,T1,2,8/21/23,NA,
12,Ambient,SHMX,R1,G-00,T90,2,8/21/23,60,
13,Ambient,WHCL,R1,G-50,T1,2,8/21/23,NA,
14,Ambient,WHCL,R1,G-50,T90,2,8/21/23,60,
15,Ambient,WHCL,R1,G-00,T1,2,8/21/23,NA,
16,Ambient,WHCL,R1,G-00,T90,2,8/21/23,60,
17,Ambient,WHEA,R1,G-50,T1,2,8/21/23,NA,
18,Ambient,WHEA,R1,G-50,T90,2,8/21/23,60,
19,Ambient,WHEA,R1,G-00,T1,2,8/21/23,NA,
20,Ambient,WHEA,R1,G-00,T90,2,8/21/23,60,
21,Drought,CLOV,R1,G-50,T1,2,8/21/23,NA,
22,Drought,CLOV,R1,G-50,T90,2,8/21/23,60,
23,Drought,CLOV,R1,G-00,T1,2,8/21/23,NA,
24,Drought,CLOV,R1,G-00,T90,2,8/21/23,60,
25,Drought,NONE,R1,G-50,T1,2,8/21/23,NA,
26,Drought,NONE,R1,G-50,T90,2,8/21/23,60,
27,Drought,NONE,R1,G-00,T1,2,8/21/23,NA,
28,Drought,NONE,R1,G-00,T90,2,8/21/23,60,
29,Drought,SHMX,R1,G-50,T1,2,8/21/23,NA,
30,Drought,SHMX,R1,G-50,T90,2,8/21/23,60,
31,Drought,SHMX,R1,G-00,T1,2,8/21/23,NA,
32,Drought,SHMX,R1,G-00,T90,2,8/21/23,60,
33,Drought,WHCL,R1,G-50,T1,2,8/21/23,NA,
34,Drought,WHCL,R1,G-50,T90,2,8/21/23,60,
35,Drought,WHCL,R1,G-00,T1,2,8/21/23,NA,
36,Drought,WHCL,R1,G-00,T90,2,8/21/23,60,
37,Drought,WHEA,R1,G-50,T1,2,8/21/23,NA,
38,Drought,WHEA,R1,G-50,T90,2,8/21/23,60,
39,Drought,WHEA,R1,G-00,T1,2,8/21/23,NA,
40,Drought,WHEA,R1,G-00,T90,2,8/21/23,60,
41,Ambient,CLOV,R2,G-50,T1,2,8/21/23,NA,
42,Ambient,CLOV,R2,G-50,T90,2,8/21/23,60,
43,Ambient,CLOV,R2,G-00,T1,2,8/21/23,NA,
44,Ambient,CLOV,R2,G-00,T90,2,8/21/23,60,
45,Ambient,NONE,R2,G-50,T1,2,8/21/23,NA,
46,Ambient,NONE,R2,G-50,T90,2,8/21/23,60,
47,Ambient,NONE,R2,G-00,T1,2,8/21/23,NA,
48,Ambient,NONE,R2,G-00,T90,2,8/21/23,60,
49,Ambient,SHMX,R2,G-50,T1,2,8/21/23,NA,
50,Ambient,SHMX,R2,G-50,T90,2,8/21/23,60,
51,Ambient,SHMX,R2,G-00,T1,2,8/21/23,NA,
52,Ambient,SHMX,R2,G-00,T90,2,8/21/23,60,
53,Ambient,WHCL,R2,G-50,T1,2,8/21/23,NA,
54,Ambient,WHCL,R2,G-50,T90,2,8/21/23,60,
55,Ambient,WHCL,R2,G-00,T1,2,8/21/23,NA,
56,Ambient,WHCL,R2,G-00,T90,2,8/21/23,60,
57,Ambient,WHEA,R2,G-50,T1,2,8/21/23,NA,
58,Ambient,WHEA,R2,G-50,T90,2,8/21/23,60,
59,Ambient,WHEA,R2,G-00,T1,2,8/21/23,NA,
60,Ambient,WHEA,R2,G-00,T90,2,8/21/23,60,
61,Drought,CLOV,R2,G-50,T1,2,8/21/23,NA,
62,Drought,CLOV,R2,G-50,T90,2,8/21/23,60,
63,Drought,CLOV,R2,G-00,T1,2,8/21/23,NA,
64,Drought,CLOV,R2,G-00,T90,2,8/21/23,60,
65,Drought,NONE,R2,G-50,T1,2,8/21/23,NA,
66,Drought,NONE,R2,G-50,T90,2,8/21/23,60,
67,Drought,NONE,R2,G-00,T1,2,8/21/23,NA,
68,Drought,NONE,R2,G-00,T90,2,8/21/23,60,
69,Drought,SHMX,R2,G-50,T1,2,8/21/23,NA,
70,Drought,SHMX,R2,G-50,T90,2,8/21/23,60,
71,Drought,SHMX,R2,G-00,T1,2,8/21/23,NA,
72,Drought,SHMX,R2,G-00,T90,2,8/21/23,60,
73,Drought,WHCL,R2,G-50,T1,2,8/21/23,NA,
74,Drought,WHCL,R2,G-50,T90,2,8/21/23,60,
75,Drought,WHCL,R2,G-00,T1,2,8/21/23,NA,
76,Drought,WHCL,R2,G-00,T90,2,8/21/23,60,
77,Drought,WHEA,R2,G-50,T1,2,8/21/23,NA,
78,Drought,WHEA,R2,G-50,T90,2,8/21/23,60,
79,Drought,WHEA,R2,G-00,T1,2,8/21/23,NA,
80,Drought,WHEA,R2,G-00,T90,2,8/21/23,60,
81,Ambient,CLOV,R3,G-50,T1,2,8/21/23,NA,
82,Ambient,CLOV,R3,G-50,T90,2,8/21/23,60,
83,Ambient,CLOV,R3,G-00,T1,2,8/21/23,NA,
84,Ambient,CLOV,R3,G-00,T90,2,8/21/23,60,
85,Ambient,NONE,R3,G-50,T1,2,8/21/23,NA,
86,Ambient,NONE,R3,G-50,T90,2,8/21/23,60,
87,Ambient,NONE,R3,G-00,T1,2,8/21/23,NA,
88,Ambient,NONE,R3,G-00,T90,2,8/21/23,60,
89,Ambient,SHMX,R3,G-50,T1,2,8/21/23,NA,
90,Ambient,SHMX,R3,G-50,T90,2,8/21/23,60,
91,Ambient,SHMX,R3,G-00,T1,2,8/21/23,NA,
92,Ambient,SHMX,R3,G-00,T90,2,8/21/23,60,
93,Ambient,WHCL,R3,G-50,T1,2,8/21/23,NA,
94,Ambient,WHCL,R3,G-50,T90,2,8/21/23,60,
95,Ambient,WHCL,R3,G-00,T1,2,8/21/23,NA,
96,Ambient,WHCL,R3,G-00,T90,2,8/21/23,60,
97,Ambient,WHEA,R3,G-50,T1,2,8/21/23,NA,
98,Ambient,WHEA,R3,G-50,T90,2,8/21/23,60,
99,Ambient,WHEA,R3,G-00,T1,2,8/21/23,NA,
100,Ambient,WHEA,R3,G-00,T90,2,8/21/23,60,
101,Drought,CLOV,R3,G-50,T1,2,8/21/23,NA,
102,Drought,CLOV,R3,G-50,T90,2,8/21/23,60,
103,Drought,CLOV,R3,G-00,T1,2,8/21/23,NA,
104,Drought,CLOV,R3,G-00,T90,2,8/21/23,60,
105,Drought,NONE,R3,G-50,T1,2,8/21/23,NA,
106,Drought,NONE,R3,G-50,T90,2,8/21/23,60,
107,Drought,NONE,R3,G-00,T1,2,8/21/23,NA,
108,Drought,NONE,R3,G-00,T90,2,8/21/23,60,
109,Drought,SHMX,R3,G-50,T1,2,8/21/23,NA,
110,Drought,SHMX,R3,G-50,T90,2,8/21/23,60,
111,Drought,SHMX,R3,G-00,T1,2,8/21/23,NA,
112,Drought,SHMX,R3,G-00,T90,2,8/21/23,60,
113,Drought,WHCL,R3,G-50,T1,2,8/21/23,NA,
114,Drought,WHCL,R3,G-50,T90,2,8/21/23,60,
115,Drought,WHCL,R3,G-00,T1,2,8/21/23,NA,
116,Drought,WHCL,R3,G-00,T90,2,8/21/23,60,
117,Drought,WHEA,R3,G-50,T1,2,8/21/23,NA,
118,Drought,WHEA,R3,G-50,T90,2,8/21/23,60,
119,Drought,WHEA,R3,G-00,T1,2,8/21/23,NA,
120,Drought,WHEA,R3,G-00,T90,2,8/21/23,60,
121,Ambient,CLOV,R4,G-50,T1,2,8/21/23,NA,
122,Ambient,CLOV,R4,G-50,T90,2,8/21/23,60,
123,Ambient,CLOV,R4,G-00,T1,2,8/21/23,NA,
124,Ambient,CLOV,R4,G-00,T90,2,8/21/23,60,
125,Ambient,NONE,R4,G-50,T1,2,8/21/23,NA,
126,Ambient,NONE,R4,G-50,T90,2,8/21/23,60,
127,Ambient,NONE,R4,G-00,T1,2,8/21/23,NA,
128,Ambient,NONE,R4,G-00,T90,2,8/21/23,60,
129,Ambient,SHMX,R4,G-50,T1,2,8/21/23,NA,
130,Ambient,SHMX,R4,G-50,T90,2,8/21/23,60,
131,Ambient,SHMX,R4,G-00,T1,2,8/21/23,NA,
132,Ambient,SHMX,R4,G-00,T90,2,8/21/23,60,
133,Ambient,WHCL,R4,G-50,T1,2,8/21/23,NA,
134,Ambient,WHCL,R4,G-50,T90,2,8/21/23,60,
135,Ambient,WHCL,R4,G-00,T1,2,8/21/23,NA,
136,Ambient,WHCL,R4,G-00,T90,2,8/21/23,60,
137,Ambient,WHEA,R4,G-50,T1,2,8/21/23,NA,
138,Ambient,WHEA,R4,G-50,T90,2,8/21/23,60,
139,Ambient,WHEA,R4,G-00,T1,2,8/21/23,NA,
140,Ambient,WHEA,R4,G-00,T90,2,8/21/23,60,
141,Drought,CLOV,R4,G-50,T1,2,8/21/23,NA,
142,Drought,CLOV,R4,G-50,T90,2,8/21/23,60,
143,Drought,CLOV,R4,G-00,T1,2,8/21/23,NA,
144,Drought,CLOV,R4,G-00,T90,2,8/21/23,60,
145,Drought,NONE,R4,G-50,T1,2,8/21/23,NA,
146,Drought,NONE,R4,G-50,T90,2,8/21/23,60,
147,Drought,NONE,R4,G-00,T1,2,8/21/23,NA,
148,Drought,NONE,R4,G-00,T90,2,8/21/23,60,
149,Drought,SHMX,R4,G-50,T1,2,8/21/23,NA,
150,Drought,SHMX,R4,G-50,T90,2,8/21/23,60,
151,Drought,SHMX,R4,G-00,T1,2,8/21/23,NA,
152,Drought,SHMX,R4,G-00,T90,2,8/21/23,60,
153,Drought,WHCL,R4,G-50,T1,2,8/21/23,NA,
154,Drought,WHCL,R4,G-50,T90,2,8/21/23,60,
155,Drought,WHCL,R4,G-00,T1,2,8/21/23,NA,
156,Drought,WHCL,R4,G-00,T90,2,8/21/23,60,
157,Drought,WHEA,R4,G-50,T1,2,8/21/23,NA,
158,Drought,WHEA,R4,G-50,T90,2,8/21/23,60,
159,Drought,WHEA,R4,G-00,T1,2,8/21/23,NA,
160,Drought,WHEA,R4,G-00,T90,2,8/21/23,60,
1,Ambient,CLOV,R1,G-50,T1,1,9/4/23,NA,
2,Ambient,CLOV,R1,G-50,T90,1,9/4/23,57.99377702,
3,Ambient,CLOV,R1,G-00,T1,1,9/4/23,NA,
4,Ambient,CLOV,R1,G-00,T90,1,9/4/23,57.99377702,
5,Ambient,NONE,R1,G-50,T1,1,9/4/23,NA,
6,Ambient,NONE,R1,G-50,T90,1,9/4/23,57.5626612,
7,Ambient,NONE,R1,G-00,T1,1,9/4/23,NA,
8,Ambient,NONE,R1,G-00,T90,1,9/4/23,58.0459749,
9,Ambient,SHMX,R1,G-50,T1,1,9/4/23,NA,
10,Ambient,SHMX,R1,G-50,T90,1,9/4/23,58.09333964,
11,Ambient,SHMX,R1,G-00,T1,1,9/4/23,NA,
12,Ambient,SHMX,R1,G-00,T90,1,9/4/23,58.04500827,
13,Ambient,WHCL,R1,G-50,T1,1,9/4/23,NA,
14,Ambient,WHCL,R1,G-50,T90,1,9/4/23,58.23446724,
15,Ambient,WHCL,R1,G-00,T1,1,9/4/23,NA,
16,Ambient,WHCL,R1,G-00,T90,1,9/4/23,58.28279861,
17,Ambient,WHEA,R1,G-50,T1,1,9/4/23,NA,
18,Ambient,WHEA,R1,G-50,T90,1,9/4/23,57.53946215,
19,Ambient,WHEA,R1,G-00,T1,1,9/4/23,NA,
20,Ambient,WHEA,R1,G-00,T90,1,9/4/23,58.07110721,
21,Drought,CLOV,R1,G-50,T1,1,9/4/23,NA,
22,Drought,CLOV,R1,G-50,T90,1,9/4/23,58.33209661,
23,Drought,CLOV,R1,G-00,T1,1,9/4/23,NA,
24,Drought,CLOV,R1,G-00,T90,1,9/4/23,58.13877113,
25,Drought,NONE,R1,G-50,T1,1,9/4/23,NA,
26,Drought,NONE,R1,G-50,T90,1,9/4/23,58.0459749,
27,Drought,NONE,R1,G-00,T1,1,9/4/23,NA,
28,Drought,NONE,R1,G-00,T90,1,9/4/23,58.23930038,
29,Drought,SHMX,R1,G-50,T1,1,9/4/23,NA,
30,Drought,SHMX,R1,G-50,T90,1,9/4/23,58.14167101,
31,Drought,SHMX,R1,G-00,T1,1,9/4/23,NA,
32,Drought,SHMX,R1,G-00,T90,1,9/4/23,58.33499649,
33,Drought,WHCL,R1,G-50,T1,1,9/4/23,NA,
34,Drought,WHCL,R1,G-50,T90,1,9/4/23,58.28279861,
35,Drought,WHCL,R1,G-00,T1,1,9/4/23,NA,
36,Drought,WHCL,R1,G-00,T90,1,9/4/23,58.1378045,
37,Drought,WHEA,R1,G-50,T1,1,9/4/23,NA,
38,Drought,WHEA,R1,G-50,T90,1,9/4/23,58.31276406,
39,Drought,WHEA,R1,G-00,T1,1,9/4/23,NA,
40,Drought,WHEA,R1,G-00,T90,1,9/4/23,58.26443269,
41,Ambient,CLOV,R2,G-50,T1,1,9/4/23,NA,
42,Ambient,CLOV,R2,G-50,T90,1,9/4/23,58.52542209,
43,Ambient,CLOV,R2,G-00,T1,1,9/4/23,NA,
44,Ambient,CLOV,R2,G-00,T90,1,9/4/23,58.6704162,
45,Ambient,NONE,R2,G-50,T1,1,9/4/23,NA,
46,Ambient,NONE,R2,G-50,T90,1,9/4/23,58.14263764,
47,Ambient,NONE,R2,G-00,T1,1,9/4/23,NA,
48,Ambient,NONE,R2,G-00,T90,1,9/4/23,58.19096901,
49,Ambient,SHMX,R2,G-50,T1,1,9/4/23,NA,
50,Ambient,SHMX,R2,G-50,T90,1,9/4/23,58.72164745,
51,Ambient,SHMX,R2,G-00,T1,1,9/4/23,NA,
52,Ambient,SHMX,R2,G-00,T90,1,9/4/23,58.28666512,
53,Ambient,WHCL,R2,G-50,T1,1,9/4/23,NA,
54,Ambient,WHCL,R2,G-50,T90,1,9/4/23,58.18613587,
55,Ambient,WHCL,R2,G-00,T1,1,9/4/23,NA,
56,Ambient,WHCL,R2,G-00,T90,1,9/4/23,58.6211182,
57,Ambient,WHEA,R2,G-50,T1,1,9/4/23,NA,
58,Ambient,WHEA,R2,G-50,T90,1,9/4/23,58.31276406,
59,Ambient,WHEA,R2,G-00,T1,1,9/4/23,NA,
60,Ambient,WHEA,R2,G-00,T90,1,9/4/23,58.02277584,
61,Drought,CLOV,R2,G-50,T1,1,9/4/23,NA,
62,Drought,CLOV,R2,G-50,T90,1,9/4/23,58.38042798,
63,Drought,CLOV,R2,G-00,T1,1,9/4/23,NA,
64,Drought,CLOV,R2,G-00,T90,1,9/4/23,58.38042798,
65,Drought,NONE,R2,G-50,T1,1,9/4/23,NA,
66,Drought,NONE,R2,G-50,T90,1,9/4/23,57.99764353,
67,Drought,NONE,R2,G-00,T1,1,9/4/23,NA,
68,Drought,NONE,R2,G-00,T90,1,9/4/23,57.51432984,
69,Drought,SHMX,R2,G-50,T1,1,9/4/23,NA,
70,Drought,SHMX,R2,G-50,T90,1,9/4/23,57.90001416,
71,Drought,SHMX,R2,G-00,T1,1,9/4/23,NA,
72,Drought,SHMX,R2,G-00,T90,1,9/4/23,57.90001416,
73,Drought,WHCL,R2,G-50,T1,1,9/4/23,NA,
74,Drought,WHCL,R2,G-50,T90,1,9/4/23,57.55782807,
75,Drought,WHCL,R2,G-00,T1,1,9/4/23,NA,
76,Drought,WHCL,R2,G-00,T90,1,9/4/23,57.75115355,
77,Drought,WHEA,R2,G-50,T1,1,9/4/23,NA,
78,Drought,WHEA,R2,G-50,T90,1,9/4/23,57.68445626,
79,Drought,WHEA,R2,G-00,T1,1,9/4/23,NA,
80,Drought,WHEA,R2,G-00,T90,1,9/4/23,57.53946215,
81,Ambient,CLOV,R3,G-50,T1,1,9/4/23,NA,
82,Ambient,CLOV,R3,G-50,T90,1,9/4/23,57.80045154,
83,Ambient,CLOV,R3,G-00,T1,1,9/4/23,NA,
84,Ambient,CLOV,R3,G-00,T90,1,9/4/23,58.04210839,
85,Ambient,NONE,R3,G-50,T1,1,9/4/23,NA,
86,Ambient,NONE,R3,G-50,T90,1,9/4/23,57.4176671,
87,Ambient,NONE,R3,G-00,T1,1,9/4/23,NA,
88,Ambient,NONE,R3,G-00,T90,1,9/4/23,57.5626612,
89,Ambient,SHMX,R3,G-50,T1,1,9/4/23,NA,
90,Ambient,SHMX,R3,G-50,T90,1,9/4/23,57.90001416,
91,Ambient,SHMX,R3,G-00,T1,1,9/4/23,NA,
92,Ambient,SHMX,R3,G-00,T90,1,9/4/23,58.43165923,
93,Ambient,WHCL,R3,G-50,T1,1,9/4/23,NA,
94,Ambient,WHCL,R3,G-50,T90,1,9/4/23,57.84781629,
95,Ambient,WHCL,R3,G-00,T1,1,9/4/23,NA,
96,Ambient,WHCL,R3,G-00,T90,1,9/4/23,57.41283396,
97,Ambient,WHEA,R3,G-50,T1,1,9/4/23,NA,
98,Ambient,WHEA,R3,G-50,T90,1,9/4/23,58.02277584,
